,Tag,NewName,Address,Format,ModbusAddress,Comment,InitalValue,Signed,TextTagSize,Minimum,Maximum,Resolution,Group,Presentation,WriteAllowed,DisplayFormat
97,HS_201_,HS_201_,DIV00067,DIGITAL,10121,CHAMBER 2 NUTRIENT FEED PUMP ON/OFF,,False,,,,,REMOTE IO\RIO_1,False,False,DECIMAL
98,XY_204_,XY_204_,DIV00068,DIGITAL,10122,CHAMBER 2 NUTRIENT FEED SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_1,False,False,DECIMAL
99,XY_210_,XY_210_,DIV00069,DIGITAL,10123,CHAMBER 2 NUTRIENT FEED RECIRC SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_1,False,False,DECIMAL
100,XY_212_,XY_212_,DIV00070,DIGITAL,10124,CHAMBER 2 NUTRIENT TANK DRAIN SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_1,False,False,DECIMAL
101,RIO_1_DO_9,RIO_1_DO_9,DIV00071,DIGITAL,10125,RIO_1_DO_9 SPARE,,False,,,,,REMOTE IO\RIO_1,False,False,DECIMAL
102,RIO_1_DO_10,RIO_1_DO_10,DIV00072,DIGITAL,10126,RIO_1_DO_10 SPARE,,False,,,,,REMOTE IO\RIO_1,False,False,DECIMAL
103,HS_002_,HS_002_,DIV00073,DIGITAL,10127,NUTRIENT 2 DOSING PUMP ON/OFF,,False,,,,,REMOTE IO\RIO_1,False,False,DECIMAL
104,XY_221_,XY_221_,DIV00074,DIGITAL,10128,CHAMBER 2 pH UP SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_1,False,False,DECIMAL
105,XY_222_,XY_222_,DIV00075,DIGITAL,10129,CHAMBER 2 pH DOWN SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_1,False,False,DECIMAL
106,XY_224_,XY_224_,DIV00076,DIGITAL,10130,CHAMBER 2 RO WATER FILL SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_1,False,False,DECIMAL
107,HS_202_,HS_202_,DIV00077,DIGITAL,10131,CHAMBER 2 DUCT UV LIGHT ON/OFF,,False,,,,,REMOTE IO\RIO_1,False,False,DECIMAL
84,AT_103_,AT_103_,AIV00022,FLOAT,10132,CHAMBER 1 VAISALA CO2 TRANSMITTER,,True,,0,1000,1,REMOTE IO\RIO_1,False,False,DECIMAL
85,AT_104_,AT_104_,AIV00023,FLOAT,10134,CHAMBER 1 VAISALA HUMIDITY TRANSMITTER,,True,,0,1000,1,REMOTE IO\RIO_1,False,False,DECIMAL
86,PDT_101_,PDT_101_,AIV00024,FLOAT,10136,CHAMBER 1 FILTER PRESSURE DIFFERENTIAL TRANS,,True,,0,1000,1,REMOTE IO\RIO_1,False,False,DECIMAL
87,PT_201_,PT_201_,AIV00025,FLOAT,10138,CHAMBER 2 NUTRIENT FEED PRESSURE TRANSMITTER,,True,,0,1000,1,REMOTE IO\RIO_1,False,False,DECIMAL
88,FT_201_,FT_201_,AIV00026,FLOAT,10140,CHAMBER 2 NUTRIENT FEED FLOW TRANSMITTER,,True,,0,1000,1,REMOTE IO\RIO_1,False,False,DECIMAL
89,MT_201_,MT_201_,AIV00027,FLOAT,10142,CHAMBER 2 NUTRIENT MOISTURE TRANSMITTER 1,,True,,0,1000,1,REMOTE IO\RIO_1,False,False,DECIMAL
90,MT_202_,MT_202_,AIV00028,FLOAT,10144,CHAMBER 2 NUTRIENT MOISTURE TRANSMITTER 2,,True,,0,1000,1,REMOTE IO\RIO_1,False,False,DECIMAL
91,MT_203_,MT_203_,AIV00029,FLOAT,10146,CHAMBER 2 NUTRIENT MOISTURE TRANSMITTER 3,,True,,0,1000,1,REMOTE IO\RIO_1,False,False,DECIMAL
4,RIO_2_DI_0,RIO_2_DI_0,DIV00001,DIGITAL,10200,RIO_2_DI_0 SPARE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
5,RIO_2_DI_1,RIO_2_DI_1,DIV00003,DIGITAL,10201,RIO_2_DI_1 SPARE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
6,ZI_201_,ZI_201_,DIV00004,DIGITAL,10202,CHAMBER 2 DOOR CONTACT INDICATOR,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
7,RIO_2_DI_3,RIO_2_DI_3,DIV00005,DIGITAL,10203,RIO_2_DI_3 SPARE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
8,RIO_2_DI_4,RIO_2_DI_4,DIV00006,DIGITAL,10204,RIO_2_DI_4 SPARE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
9,RIO_2_DI_5,RIO_2_DI_5,DIV00007,DIGITAL,10205,RIO_2_DI_5 SPARE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
10,RIO_2_DI_6,RIO_2_DI_6,DIV00008,DIGITAL,10206,RIO_2_DI_6 SPARE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
11,RIO_2_DI_7,RIO_2_DI_7,DIV00009,DIGITAL,10207,RIO_2_DI_7 SPARE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
12,RIO_2_DI_8,RIO_2_DI_8,DIV00010,DIGITAL,10208,RIO_2_DI_8 SPARE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
13,RIO_2_DI_9,RIO_2_DI_9,DIV00011,DIGITAL,10209,RIO_2_DI_9 SPARE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
14,RIO_2_DI_10,RIO_2_DI_10,DIV00012,DIGITAL,10210,RIO_2_DI_10 SPARE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
15,RIO_2_DI_11,RIO_2_DI_11,DIV00013,DIGITAL,10211,RIO_2_DI_11 SPARE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
16,RIO_2_DI_12,RIO_2_DI_12,DIV00014,DIGITAL,10212,RIO_2_DI_12 SPARE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
17,RIO_2_DI_13,RIO_2_DI_13,DIV00015,DIGITAL,10213,RIO_2_DI_13 SPARE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
18,LSHH_301_,LSHH_301_,DIV00016,DIGITAL,10214,CHAMBER 3 NUTRIENT TANK LEVEL HI HI SHUT DOWN,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
19,LSLL_301_,LSLL_301_,DIV00017,DIGITAL,10215,CHAMBER 3 NUTRIENT TANK LEVEL LO LO SHUT DOWN,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
28,HS_207_,HS_207_,DIV00018,DIGITAL,10216,CHAMBER 2 LIGHTS ON/OFF,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
29,HS_208_,HS_208_,DIV00019,DIGITAL,10217,CHAMBER 2 UVB LIGHTS ON/OFF,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
30,RIO_2_DO_2,RIO_2_DO_2,DIV00020,DIGITAL,10218,RIO_2_DO_2 SPARE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
31,XY_225_,XY_225_,DIV00021,DIGITAL,10219,CHAMBER 2 CO2 SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
32,HS_210_,HS_210_,DIV00022,DIGITAL,10220,CHAMBER 2 HEAT ON/OFF,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
33,HS_209_,HS_209_,DIV00023,DIGITAL,10221,CHAMBER 2 COOLING ON/OFF,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
34,HS_205_,HS_205_,DIV00024,DIGITAL,10222,CHAMBER 2 FAN ON/OFF,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
35,HS_204_,HS_204_,DIV00025,DIGITAL,10223,CHAMBER 2 HUMIDIFIER ON/OFF,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
36,HS_203_,HS_203_,DIV00026,DIGITAL,10224,CHAMBER 2 DEHUMIDIFIER ON/OFF,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
37,HS_206_,HS_206_,DIV00027,DIGITAL,10225,CHAMBER 2 OSCILLATING FANS ON/OFF,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
38,HS_301_,HS_301_,DIV00028,DIGITAL,10226,CHAMBER 3 NUTRIENT FEED PUMP ON/OFF,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
39,XY_304_,XY_304_,DIV00029,DIGITAL,10227,CHAMBER 3 NUTRIENT FEED SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
40,XY_310_,XY_310_,DIV00030,DIGITAL,10228,CHAMBER 3 NUTRIENT FEED RECIRC SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
41,XY_312_,XY_312_,DIV00031,DIGITAL,10229,CHAMBER 3 NUTRIENT TANK DRAIN SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
42,RIO_2_DO_14,RIO_2_DO_14,DIV00032,DIGITAL,10230,RIO_2_DO_14 SPARE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
43,RIO_2_DO_15,RIO_2_DO_15,DIV00033,DIGITAL,10231,RIO_2_DO_15 SPARE,,False,,,,,REMOTE IO\RIO_2,False,False,DECIMAL
20,RIO_2_AI_0,RIO_2_AI_0,AIV00002,FLOAT,10232,RIO_2_AI_0 SPARE,,True,,0,1000,1,REMOTE IO\RIO_2,False,False,DECIMAL
21,LT_201_,LT_201_,AIV00003,FLOAT,10234,CHAMBER 2 NUTRIENT TANK LEVEL TRANSMITTER,,True,,0,1000,1,REMOTE IO\RIO_2,False,False,DECIMAL
22,AT_205_,AT_205_,AIV00004,FLOAT,10236,CHAMBER 2 VAISALA TEMP. TRANSMITTER,,True,,0,1000,1,REMOTE IO\RIO_2,False,False,DECIMAL
23,AT_203_,AT_203_,AIV00005,FLOAT,10238,CHAMBER 2 VAISALA CO2 TRANSMITTER,,True,,0,1000,1,REMOTE IO\RIO_2,False,False,DECIMAL
24,AT_204_,AT_204_,AIV00006,FLOAT,10240,CHAMBER 2 VAISALA HUMIDITY TRANSMITTER,,True,,0,1000,1,REMOTE IO\RIO_2,False,False,DECIMAL
25,PDT_201_,PDT_201_,AIV00007,FLOAT,10242,CHAMBER 2 FILTER PRESSURE DIFFERENTIAL TRANS,,True,,0,1000,1,REMOTE IO\RIO_2,False,False,DECIMAL
26,PT_301_,PT_301_,AIV00008,FLOAT,10244,CHAMBER 3 NUTRIENT FEED PRESSURE TRANSMITTER,,True,,0,1000,1,REMOTE IO\RIO_2,False,False,DECIMAL
27,FT_301_,FT_301_,AIV00009,FLOAT,10246,CHAMBER 3 NUTRIENT FEED FLOW TRANSMITTER,,True,,0,1000,1,REMOTE IO\RIO_2,False,False,DECIMAL
108,RIO_3_DI_0,RIO_3_DI_0,DIV00078,DIGITAL,10300,RIO_3_DI_0 SPARE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
109,RIO_3_DI_1,RIO_3_DI_1,DIV00079,DIGITAL,10301,RIO_3_DI_1 SPARE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
110,RIO_3_DI_2,RIO_3_DI_2,DIV00080,DIGITAL,10302,RIO_3_DI_2 SPARE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
111,RIO_3_DI_3,RIO_3_DI_3,DIV00081,DIGITAL,10303,RIO_3_DI_3 SPARE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
112,RIO_3_DI_4,RIO_3_DI_4,DIV00082,DIGITAL,10304,RIO_3_DI_4 SPARE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
113,RIO_3_DI_5,RIO_3_DI_5,DIV00083,DIGITAL,10305,RIO_3_DI_5 SPARE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
114,RIO_3_DI_6,RIO_3_DI_6,DIV00084,DIGITAL,10306,RIO_3_DI_6 SPARE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
115,ZI_301_,ZI_301_,DIV00085,DIGITAL,10307,CHAMBER 3 DOOR CONTACT INDICATOR,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
116,RIO_3_DI_8,RIO_3_DI_8,DIV00086,DIGITAL,10308,RIO_3_DI_8 SPARE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
117,RIO_3_DI_9,RIO_3_DI_9,DIV00087,DIGITAL,10309,RIO_3_DI_9 SPARE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
118,RIO_3_DI_10,RIO_3_DI_10,DIV00088,DIGITAL,10310,RIO_3_DI_10 SPARE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
119,RIO_3_DI_11,RIO_3_DI_11,DIV00089,DIGITAL,10311,RIO_3_DI_11 SPARE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
120,RIO_3_DI_12,RIO_3_DI_12,DIV00090,DIGITAL,10312,RIO_3_DI_12 SPARE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
121,RIO_3_DI_13,RIO_3_DI_13,DIV00091,DIGITAL,10313,RIO_3_DI_13 SPARE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
122,RIO_3_DI_14,RIO_3_DI_14,DIV00092,DIGITAL,10314,RIO_3_DI_14 SPARE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
123,RIO_3_DI_15,RIO_3_DI_15,DIV00093,DIGITAL,10315,RIO_3_DI_15 SPARE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
132,HS_003_,HS_003_,DIV00094,DIGITAL,10316,NUTRIENT 3 DOSING PUMP ON/OFF,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
133,XY_321_,XY_321_,DIV00095,DIGITAL,10317,CHAMBER 3 pH UP SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
134,XY_322_,XY_322_,DIV00096,DIGITAL,10318,CHAMBER 3 pH DOWN SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
135,XY_324_,XY_324_,DIV00097,DIGITAL,10319,CHAMBER 3 RO WATER FILL SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
136,HS_302_,HS_302_,DIV00098,DIGITAL,10320,CHAMBER 3 DUCT UV LIGHT ON/OFF,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
137,HS_307_,HS_307_,DIV00099,DIGITAL,10321,CHAMBER 3 LIGHTS ON/OFF,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
138,HS_308_,HS_308_,DIV00100,DIGITAL,10322,CHAMBER 3 UVB LIGHTS ON/OFF,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
139,RIO_3_DO_7,RIO_3_DO_7,DIV00101,DIGITAL,10323,RIO_3_DO_7 SPARE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
140,XY_325_,XY_325_,DIV00102,DIGITAL,10324,CHAMBER 3 CO2 SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
141,HS_310_,HS_310_,DIV00103,DIGITAL,10325,CHAMBER 3 HEAT ON/OFF,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
142,HS_309_,HS_309_,DIV00104,DIGITAL,10326,CHAMBER 3 COOLING ON/OFF,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
143,HS_305_,HS_305_,DIV00105,DIGITAL,10327,CHAMBER 3 FAN ON/OFF,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
144,HS_304_,HS_304_,DIV00106,DIGITAL,10328,CHAMBER 3 HUMIDIFIER ON/OFF,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
145,HS_303_,HS_303_,DIV00107,DIGITAL,10329,CHAMBER 3 DEHUMIDIFIER ON/OFF,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
146,HS_306_,HS_306_,DIV00108,DIGITAL,10330,CHAMBER 3 OSCILLATING FANS ON/OFF,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
147,HS_401_,HS_401_,DIV00109,DIGITAL,10331,CHAMBER 4 NUTRIENT FEED PUMP ON/OFF,,False,,,,,REMOTE IO\RIO_3,False,False,DECIMAL
124,MT_301_,MT_301_,AIV00030,FLOAT,10332,CHAMBER 3 NUTRIENT MOISTURE TRANSMITTER 1,,True,,0,1000,1,REMOTE IO\RIO_3,False,False,DECIMAL
125,MT_302_,MT_302_,AIV00031,FLOAT,10334,CHAMBER 3 NUTRIENT MOISTURE TRANSMITTER 2,,True,,0,1000,1,REMOTE IO\RIO_3,False,False,DECIMAL
126,MT_303_,MT_303_,AIV00032,FLOAT,10336,CHAMBER 3 NUTRIENT MOISTURE TRANSMITTER 3,,True,,0,1000,1,REMOTE IO\RIO_3,False,False,DECIMAL
127,LT_301_,LT_301_,AIV00033,FLOAT,10338,CHAMBER 3 NUTRIENT TANK LEVEL TRANSMITTER,,True,,0,1000,1,REMOTE IO\RIO_3,False,False,DECIMAL
128,AT_305_,AT_305_,AIV00034,FLOAT,10340,CHAMBER 3 VAISALA TEMP. TRANSMITTER,,True,,0,1000,1,REMOTE IO\RIO_3,False,False,DECIMAL
129,AT_303_,AT_303_,AIV00035,FLOAT,10342,CHAMBER 3 VAISALA CO2 TRANSMITTER,,True,,0,1000,1,REMOTE IO\RIO_3,False,False,DECIMAL
130,AT_304_,AT_304_,AIV00036,FLOAT,10344,CHAMBER 3 VAISALA HUMIDITY TRANSMITTER,,True,,0,1000,1,REMOTE IO\RIO_3,False,False,DECIMAL
131,PDT_301_,PDT_301_,AIV00037,FLOAT,10346,CHAMBER 3 FILTER PRESSURE DIFFERENTIAL TRANS,,True,,0,1000,1,REMOTE IO\RIO_3,False,False,DECIMAL
148,RIO_4_DI_0,RIO_4_DI_0,DIV00110,DIGITAL,10400,RIO_4_DI_0 SPARE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
149,RIO_4_DI_1,RIO_4_DI_1,DIV00111,DIGITAL,10401,RIO_4_DI_1 SPARE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
150,RIO_4_DI_2,RIO_4_DI_2,DIV00112,DIGITAL,10402,RIO_4_DI_2 SPARE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
151,LSHH_401_,LSHH_401_,DIV00113,DIGITAL,10403,CHAMBER 4 NUTRIENT TANK LEVEL HI HI SHUT DOWN,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
152,LSLL_401_,LSLL_401_,DIV00114,DIGITAL,10404,CHAMBER 4 NUTRIENT TANK LEVEL LO LO SHUT DOWN,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
153,RIO_4_DI_5,RIO_4_DI_5,DIV00115,DIGITAL,10405,RIO_4_DI_5 SPARE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
154,RIO_4_DI_6,RIO_4_DI_6,DIV00116,DIGITAL,10406,RIO_4_DI_6 SPARE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
155,RIO_4_DI_7,RIO_4_DI_7,DIV00117,DIGITAL,10407,RIO_4_DI_7 SPARE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
156,RIO_4_DI_8,RIO_4_DI_8,DIV00118,DIGITAL,10408,RIO_4_DI_8 SPARE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
157,RIO_4_DI_9,RIO_4_DI_9,DIV00119,DIGITAL,10409,RIO_4_DI_9 SPARE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
158,RIO_4_DI_10,RIO_4_DI_10,DIV00120,DIGITAL,10410,RIO_4_DI_10 SPARE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
159,RIO_4_DI_11,RIO_4_DI_11,DIV00121,DIGITAL,10411,RIO_4_DI_11 SPARE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
160,ZI_401_,ZI_401_,DIV00122,DIGITAL,10412,CHAMBER 4 DOOR CONTACT INDICATOR,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
161,RIO_4_DI_13,RIO_4_DI_13,DIV00123,DIGITAL,10413,RIO_4_DI_13 SPARE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
162,RIO_4_DI_14,RIO_4_DI_14,DIV00124,DIGITAL,10414,RIO_4_DI_14 SPARE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
163,RIO_4_DI_15,RIO_4_DI_15,DIV00125,DIGITAL,10415,RIO_4_DI_15 SPARE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
172,XY_404_,XY_404_,DIV00126,DIGITAL,10416,CHAMBER 4 NUTRIENT FEED SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
173,XY_410_,XY_410_,DIV00127,DIGITAL,10417,CHAMBER 4 NUTRIENT FEED RECIRC SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
174,XY_412_,XY_412_,DIV00128,DIGITAL,10418,CHAMBER 4 NUTRIENT TANK DRAIN SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
175,RIO_4_DO_3,RIO_4_DO_3,DIV00129,DIGITAL,10419,RIO_4_DO_3 SPARE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
176,RIO_4_DO_4,RIO_4_DO_4,DIV00130,DIGITAL,10420,RIO_4_DO_4 SPARE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
177,HS_004_,HS_004_,DIV00131,DIGITAL,10421,NUTRIENT 4 DOSING PUMP ON/OFF,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
178,XY_421_,XY_421_,DIV00132,DIGITAL,10422,CHAMBER 4 pH UP SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
179,XY_422_,XY_422_,DIV00133,DIGITAL,10423,CHAMBER 4 pH DOWN SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
180,XY_424_,XY_424_,DIV00134,DIGITAL,10424,CHAMBER 4 RO WATER FILL SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
181,HS_402_,HS_402_,DIV00135,DIGITAL,10425,CHAMBER 4 DUCT UV LIGHT ON/OFF,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
182,HS_407_,HS_407_,DIV00136,DIGITAL,10426,CHAMBER 4 LIGHTS ON/OFF,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
183,HS_408_,HS_408_,DIV00137,DIGITAL,10427,CHAMBER 4 UVB LIGHTS ON/OFF,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
184,RIO_4_DO_12,RIO_4_DO_12,DIV00138,DIGITAL,10428,RIO_4_DO_12 SPARE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
185,XY_425_,XY_425_,DIV00139,DIGITAL,10429,CHAMBER 4 CO2 SOLENOID VALVE,,False,,,,,REMOTE IO\RIO_4,False,False,DECIMAL
